A,,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM
5,28Feb1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,31Mar1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,30Apr1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,31May1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,30Jun1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,31Jul1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,31Aug1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,30Sep1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,31Oct1921,0.0,120.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.00,0.0,120.00,120.00,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9732,0.0,0.0,188,121.28,17.1,0.0,0.0,0.0,110.78,36.440,2033,0.0,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,796.8,534.8,983.3,983.3,983.3,0.0,277.94,460.91,39.130,397,716,716,716,1050.4,20.86,304,292,297,291,291,88,9.108,222.4,0.0,0.0,112.60,140.04,0,73.1,0.0,0,0.00,0.00,0.0,250.9,8,7231,9732,0.0,0.0,0.0,9732,0.00,0.00,0.0,6583,191,0.00,86,86.1,0,0.0,0.00,0.0,0.0,0.0,0.0,86.1,329.6,857.5,0.0,86.1,329.59,73.1,0.0,73.1,73,307,307,307,5.725,489,489,285,1299,1299,1096,1569,1569,1365,2614,2614,2614,2601,2601,2601,2398,2398,2601,6583,0.0,6583.2,0,0.0,0.00,0.00,0.0,3200,2176.7,0.00,2047.9,2036.5,2036.5,2182.4,2157.8,2102.9,1943.5,1265.1,1265.1,1265.1,144.79,469.63,1453.6,2813,1894.0,1464.0,1457.5,1447.7,1447.7,1447.7,4180.6,4180.6,4205.2,430.00,1222,401.13,363.00,363.00,305.00,184.00,0.7658,0.0,4205.2,4205.2,4205.2,4191.4,4191.4,4188.1,4183.2,4181.6,4179.6,4179.6,0.0000,637.0,611.2,609.6,569.4,545.6,455.3,449.0,213.8,195.2,104.77,97.05,38.441,5.253
14,30Nov1921,0.0,127.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.62,0.0,127.62,127.62,0.0,28.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,7302,11.5,11.5,278,10.17,63.5,63.2,63.2,63.2,97.87,39.324,1788,0.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,85.4,259.0,259.0,259.0,0.0,41.24,84.76,10.613,300,599,599,599,230.9,0.41,270,267,267,368,368,368,13.276,19.5,0.0,0.0,7.23,2.40,0,219.1,0.0,17,0.00,0.00,0.0,44.9,0,5250,5150,0.0,0.0,0.0,5150,0.00,0.00,0.0,4413,344,0.00,232,232.1,0,0.0,0.00,0.0,0.0,0.0,0.0,232.1,168.3,356.6,0.0,232.1,168.28,219.1,0.0,219.1,236,679,679,679,1.894,1035,1035,1035,1663,1663,1663,1915,1915,1915,2198,2198,2198,2197,2197,2197,2197,2197,2197,4413,0.0,4412.9,0,0.0,0.00,0.00,0.0,1700,3047.7,0.00,3011.9,3003.5,1647.5,1074.6,1036.4,1008.1,954.0,545.0,545.0,545.0,219.85,79.52,460.4,1990,5350.7,5051.4,5051.4,5043.6,5043.6,5038.7,5038.7,5038.7,5076.8,299.24,546,279.40,279.40,362.10,255.21,153.04,0.6097,0.0,5076.8,5076.8,5076.8,5065.8,5065.8,5063.2,5059.2,5058.0,5056.4,5056.4,0.0000,572.9,548.4,547.3,509.2,497.2,411.6,407.0,184.0,170.3,84.61,78.94,23.375,3.857
